countyName,districtName,totalAssessedValue,totalSecuredAssessedValue
204 San Jacinto CAD ,170-904/Willis ISD                         ,2510603945,2259573244
204 San Jacinto CAD ,204-901/Coldsprings-Oakhurst CISD          ,999019947,965970115
204 San Jacinto CAD ,204-904/Shepherd ISD                       ,323395031,289516671
205 San Patricio CAD ,013-905/Skidmore-Tynan ISD                 ,151352246,146454806
205 San Patricio CAD ,178-904/Corpus Christi ISD                 ,13519471915,11398421774
205 San Patricio CAD ,178-913/Banquete ISD                       ,267043678,252701450
205 San Patricio CAD ,205-901/Aransas Pass ISD                   ,104875467,98797594
205 San Patricio CAD ,205-902/Gregory-Portland CISD              ,1355180448,1276470596
205 San Patricio CAD ,205-903/Ingleside ISD                      ,1518643306,1250885994
205 San Patricio CAD ,205-904/Mathis ISD                         ,5736169,5690889
205 San Patricio CAD ,205-905/Odem-Edroy ISD                     ,313299422,242191437
205 San Patricio CAD ,205-906/Sinton ISD                         ,399428634,364591636
205 San Patricio CAD ,205-907/Taft ISD                           ,296103992,260488848
206 San Saba CAD ,157-901/Mason ISD                          ,1667624,1667624
206 San Saba CAD ,206-901/San Saba ISD                       ,137380,137380
206 San Saba CAD ,206-902/Richland Springs ISD               ,58622536,56990996
206 San Saba CAD ,206-903/Cherokee ISD                       ,45373090,44201700
207 Schleicher CAD ,207-901/Schleicher County ISD              ,406722421,338125611
208 Scurry CAD ,168-901/Colorado ISD                       ,405793489,377754869
208 Scurry CAD ,177-901/Roscoe ISD                         ,16611555,16559595
208 Scurry CAD ,208-901/Hermleigh ISD                      ,25235890,25199230
208 Scurry CAD ,208-902/Snyder ISD                         ,61494687,61353277
208 Scurry CAD ,208-903/Ira ISD                            ,2129584,1825624
209 Shackelford CAD ,030-902/Clyde ISD                          ,209622216,180264966
209 Shackelford CAD ,127-905/Lueders-Avoca ISD                  ,74466204,72187074
209 Shackelford CAD ,209-901/Albany ISD                         ,312993056,262269768
209 Shackelford CAD ,209-902/Moran ISD                          ,5122222,4935412
210 Shelby CAD ,203-901/San Augustine ISD                  ,450961656,405783476
210 Shelby CAD ,210-901/Center ISD                         ,622297445,494932891
210 Shelby CAD ,210-902/Joaquin ISD                        ,9613981,9119371
210 Shelby CAD ,210-903/Shelbyville ISD                    ,4155742,4090552
210 Shelby CAD ,210-904/Tenaha ISD                         ,2040338,1900008
210 Shelby CAD ,210-905/Timpson ISD                        ,141069136,121846262
210 Shelby CAD ,210-906/Excelsior ISD                      ,54011804,43876760
211 Sherman CAD ,098-901/Gruver ISD                         ,335041962,317728725
211 Sherman CAD ,098-903/Pringle-Morse CISD                 ,25365339,23139207
211 Sherman CAD ,171-902/Sunray ISD                         ,300442726,252634246
211 Sherman CAD ,211-901/Texhoma ISD                        ,2641858,2641858
211 Sherman CAD ,211-902/Stratford ISD                      ,50944789,50079129
212 Smith CAD ,092-901/Gladewater ISD                     ,315377279,280133289
212 Smith CAD ,212-901/Arp ISD                            ,335901084,320426446
212 Smith CAD ,212-902/Bullard ISD                        ,271822762,248199662
212 Smith CAD ,212-903/Lindale ISD                        ,1204004503,1079513316
212 Smith CAD ,212-904/Troup ISD                          ,126152387,121708487
212 Smith CAD ,212-905/Tyler ISD                          ,7753086364,6592407081
212 Smith CAD ,212-906/Whitehouse ISD                     ,1729117530,1530367363
212 Smith CAD ,212-909/Chapel Hill ISD                    ,1141707194,916138082
212 Smith CAD ,212-910/Winona ISD                         ,415167474,298333550
212 Smith CAD ,234-906/Van ISD                            ,11427656,11144216
213 Somervell CAD ,018-905/Walnut Springs ISD                 ,71954074,68792643
213 Somervell CAD ,072-901/Three-Way ISD                      ,42956987,41511287
213 Somervell CAD ,111-901/Granbury ISD                       ,4465835507,4160516747
213 Somervell CAD ,213-901/Glen Rose ISD                      ,141082755,114045105
214 Starr CAD ,214-901/Rio Grande City ISD                ,1227133926,1143600832
214 Starr CAD ,214-902/San Isidro ISD                     ,184480231,172046901
214 Starr CAD ,214-903/Roma ISD                           ,548729951,521411821
215 Stephens CAD ,067-907/Ranger ISD                         ,98725745,89775485
215 Stephens CAD ,209-901/Albany ISD                         ,312993056,262269768
215 Stephens CAD ,209-902/Moran ISD                          ,5122222,4935412
215 Stephens CAD ,215-901/Breckenridge ISD                   ,722132537,651696237
215 Stephens CAD ,224-902/Woodson ISD                        ,4281103,4066723
215 Stephens CAD ,252-901/Graham ISD                         ,365810,365480
216 Sterling CAD ,216-901/Sterling City ISD                  ,523889795,487131575
217 Stonewall CAD ,076-904/Rotan ISD                          ,97617320,83146420
217 Stonewall CAD ,104-901/Haskell CISD                       ,171276869,154726669
217 Stonewall CAD ,104-903/Rule ISD                           ,43225122,39090662
217 Stonewall CAD ,127-903/Hamlin ISD                         ,62991289,62738929
217 Stonewall CAD ,217-901/Aspermont CISD                     ,334867199,316164559
218 Sutton CAD ,218-901/Sonora ISD                         ,623058286,498821796
219 Swisher CAD ,219-901/Happy ISD                          ,872152,872152
219 Swisher CAD ,219-903/Tulia ISD                          ,153693919,121745149
219 Swisher CAD ,219-905/Kress ISD                          ,97719050,55664080
220 Tarrant CAD ,061-902/Lewisville ISD                     ,26968086135,24317442294
220 Tarrant CAD ,061-911/Northwest ISD                      ,5539486833,3632461429
220 Tarrant CAD ,126-902/Burleson ISD                       ,2374382556,2203278527
220 Tarrant CAD ,126-911/Godley ISD                         ,96178539,96140969
220 Tarrant CAD ,184-907/Aledo ISD                          ,2440522244,2352018914
220 Tarrant CAD ,220-901/Arlington ISD                      ,21039043968,16487594361
220 Tarrant CAD ,220-902/Birdville ISD                      ,7582504623,6524824890
220 Tarrant CAD ,220-904/Everman ISD                        ,1086279736,786448864
220 Tarrant CAD ,220-905/Fort Worth ISD                     ,27790111568,23088970020
220 Tarrant CAD ,220-906/Grapevine-Colleyville ISD          ,248356707,-1030953863
220 Tarrant CAD ,220-907/Keller ISD                         ,12696352728,12145036464
220 Tarrant CAD ,220-908/Mansfield ISD                      ,479131579,373763635
220 Tarrant CAD ,220-910/Lake Worth ISD                     ,750632013,649325531
220 Tarrant CAD ,220-912/Crowley ISD                        ,50025305,49080146
220 Tarrant CAD ,220-914/Kennedale ISD                      ,1065030617,1009236941
220 Tarrant CAD ,220-915/Azle ISD                           ,866865347,832651450
220 Tarrant CAD ,220-916/Hurst-Euless-Bedford ISD           ,9501221414,7949566541
220 Tarrant CAD ,220-917/Castleberry ISD                    ,481202422,421912318
220 Tarrant CAD ,220-918/Eagle Mountain-Saginaw ISD         ,6783034619,5279030441
220 Tarrant CAD ,220-919/Carroll ISD                        ,6050410825,5737340558
220 Tarrant CAD ,220-920/White Settlement ISD               ,1645620697,1386889673
221 Taylor CAD ,030-902/Clyde ISD                          ,209622216,180264966
221 Taylor CAD ,030-906/Eula ISD                           ,118979273,105178493
221 Taylor CAD ,177-903/Blackwell ISD                      ,20768709,18149909
221 Taylor CAD ,200-904/Winters ISD                        ,217686065,199499535
221 Taylor CAD ,221-901/Abilene ISD                        ,70144249,39782959
221 Taylor CAD ,221-904/Merkel ISD                         ,46066729,41854169
221 Taylor CAD ,221-905/Trent ISD                          ,22979069,22839949
221 Taylor CAD ,221-911/Jim Ned CISD                       ,16317081,16238101
221 Taylor CAD ,221-912/Wylie ISD                          ,1569538575,1427709887
222 Terrell CAD ,222-901/Terrell County ISD                 ,371087442,348710113
223 Terry CAD ,058-902/Dawson ISD                         ,218841337,211021087
223 Terry CAD ,083-901/Seagraves ISD                      ,206625374,162310714
223 Terry CAD ,083-902/Loop ISD                           ,473446845,444927295
223 Terry CAD ,110-905/Ropes ISD                          ,88415077,83557747
223 Terry CAD ,153-903/O'Donnell ISD                      ,49350506,47285296
223 Terry CAD ,153-904/Tahoka ISD                         ,118563041,109392751
223 Terry CAD ,223-901/Brownfield CISD                    ,856267836,788680211
223 Terry CAD ,223-902/Meadow ISD                         ,69036878,65140686
223 Terry CAD ,223-904/Wellman-Union CISD                 ,1176362,1158042
224 Throckmorton CAD ,138-903/Munday ISD                         ,1637640,1637640
224 Throckmorton CAD ,224-901/Throckmorton ISD                   ,159616248,156494208
224 Throckmorton CAD ,224-902/Woodson ISD                        ,4281103,4066723
224 Throckmorton CAD ,252-903/Olney ISD                          ,88426932,86573042
225 Titus CAD ,172-902/Daingerfield-Lone Star ISD         ,512700280,343714810
225 Titus CAD ,172-905/Pewitt ISD                         ,83889822,81169684
225 Titus CAD ,194-903/Rivercrest ISD                     ,25993079,25900639
225 Titus CAD ,225-902/Mount Pleasant ISD                 ,1594089537,1165481918
225 Titus CAD ,225-905/Winfield ISD                       ,71017082,34824080
225 Titus CAD ,225-906/Chapel Hill ISD                    ,108684302,102390751
225 Titus CAD ,225-907/Harts Bluff ISD                    ,139524568,135641439
226 Tom Green CAD ,200-902/Miles ISD                          ,41476608,37735928
226 Tom Green CAD ,226-901/Christoval ISD                     ,230033911,158345801
226 Tom Green CAD ,226-903/San Angelo ISD                     ,4294558053,3552680023
226 Tom Green CAD ,226-905/Water Valley ISD                   ,14899229,14759039
226 Tom Green CAD ,226-906/Wall ISD                           ,362767242,325699912
226 Tom Green CAD ,226-907/Grape Creek ISD                    ,226445838,182325898
226 Tom Green CAD ,226-908/Veribest ISD                       ,109367368,85335768
227 Travis CAD ,011-902/Elgin ISD                          ,738083286,653716470
227 Travis CAD ,016-901/Johnson City ISD                   ,550331008,517216548
227 Travis CAD ,027-904/Marble Falls ISD                   ,2554911185,2385989701
227 Travis CAD ,105-904/Dripping Springs ISD               ,3083532710,3018594189
227 Travis CAD ,105-906/Hays CISD                          ,26099640,24835250
227 Travis CAD ,227-901/Austin ISD                         ,75918710418,71125067939
227 Travis CAD ,227-904/Pflugerville ISD                   ,8729806498,7565467312
227 Travis CAD ,227-907/Manor ISD                          ,3789583252,722937316
227 Travis CAD ,227-909/Eanes ISD                          ,11210946674,10780090996
227 Travis CAD ,227-910/Del Valle ISD                      ,3706794021,2858820493
227 Travis CAD ,227-912/Lago Vista ISD                     ,1347521975,1330549997
227 Travis CAD ,227-913/Lake Travis ISD                    ,8554438206,8322759731
227 Travis CAD ,246-909/Round Rock ISD                     ,6185449380,5213808076
227 Travis CAD ,246-913/Leander ISD                        ,7010832065,6844926383
227 Travis CAD ,246-914/Coupland ISD                       ,3669513,3638427
228 Trinity CAD ,113-906/Kennard ISD                        ,113106315,104207885
228 Trinity CAD ,228-901/Groveton ISD                       ,9779128,9455808
228 Trinity CAD ,228-903/Trinity ISD                        ,323893779,292894137
228 Trinity CAD ,228-904/Centerville ISD                    ,29320659,28037899
228 Trinity CAD ,228-905/Apple Springs ISD                  ,38246376,36337401
229 Tyler CAD ,229-901/Colmesneil ISD                     ,471081,453941
229 Tyler CAD ,229-903/Woodville ISD                      ,392136,392136
229 Tyler CAD ,229-904/Warren ISD                         ,56868440,54735650
229 Tyler CAD ,229-905/Spurger ISD                        ,65048388,60882411
229 Tyler CAD ,229-906/Chester ISD                        ,27610812,26451196
230 Upshur CAD ,032-902/Pittsburg ISD                      ,708907724,539595047
230 Upshur CAD ,092-901/Gladewater ISD                     ,315377279,280133289
230 Upshur CAD ,230-901/Big Sandy ISD                      ,166173606,150890471
230 Upshur CAD ,230-902/Gilmer ISD                         ,75706,75706
230 Upshur CAD ,230-903/Ore City ISD                       ,2533071,2452221
230 Upshur CAD ,230-904/Union Hill ISD                     ,77573672,73860073
230 Upshur CAD ,230-905/Harmony ISD                        ,146043169,141023194
230 Upshur CAD ,230-906/New Diana ISD                      ,6483617,6314597
230 Upshur CAD ,230-908/Union Grove ISD                    ,166267665,157127671
231 Upton CAD ,231-901/McCamey ISD                        ,1269408464,1142327514
231 Upton CAD ,231-902/Rankin ISD                         ,3701954203,3527228133
232 Uvalde CAD ,069-902/Nueces Canyon CISD                 ,89875319,88169928
232 Uvalde CAD ,193-902/Leakey ISD                         ,261448780,253721220
232 Uvalde CAD ,232-901/Knippa ISD                         ,58668842,50112797
232 Uvalde CAD ,232-902/Sabinal ISD                        ,310659140,301826584
232 Uvalde CAD ,232-903/Uvalde ISD                         ,3909383,3909383
232 Uvalde CAD ,232-904/Utopia ISD                         ,110855118,108276068
233 Val Verde CAD ,069-901/Rocksprings ISD                    ,311066014,294134565
233 Val Verde CAD ,233-901/San Felipe-Del Rio CISD            ,1661538729,1431040149
233 Val Verde CAD ,233-903/Comstock CISD                      ,187525791,181566741
234 Van Zandt CAD ,107-901/Athens ISD                         ,4301700,4041981
234 Van Zandt CAD ,107-902/Brownsboro ISD                     ,657093892,628565153
234 Van Zandt CAD ,107-905/Eustace ISD                        ,550662698,540415923
234 Van Zandt CAD ,129-905/Mabank ISD                         ,772917816,722725499
234 Van Zandt CAD ,212-903/Lindale ISD                        ,1204004503,1079513316
234 Van Zandt CAD ,234-902/Canton ISD                         ,619208443,565558496
234 Van Zandt CAD ,234-903/Edgewood ISD                       ,221579478,209944602
234 Van Zandt CAD ,234-904/Grand Saline ISD                   ,238938457,192755375
234 Van Zandt CAD ,234-905/Martins Mill ISD                   ,93471213,88393065
234 Van Zandt CAD ,234-906/Van ISD                            ,11427656,11144216
234 Van Zandt CAD ,234-907/Wills Point ISD                    ,115793711,107112641
234 Van Zandt CAD ,234-909/Fruitvale ISD                      ,59170828,57140208
235 Victoria CAD ,062-906/Meyersville ISD                    ,45127346,39451676
235 Victoria CAD ,120-905/Industrial ISD                     ,599599645,379171061
235 Victoria CAD ,196-903/Refugio ISD                        ,6477897,6260387
235 Victoria CAD ,235-901/Bloomington ISD                    ,177885378,169690438
235 Victoria CAD ,235-902/Victoria ISD                       ,5808637936,4359243506
235 Victoria CAD ,235-904/Nursery ISD                        ,229078626,200250106
236 Walker CAD ,093-905/Richards ISD                       ,71834511,68645018
236 Walker CAD ,228-903/Trinity ISD                        ,323893779,292894137
236 Walker CAD ,236-901/New Waverly ISD                    ,270007907,234077917
236 Walker CAD ,236-902/Huntsville ISD                     ,2109721912,1822014832
237 Waller CAD ,101-914/Katy ISD                           ,11329510791,11090068911
237 Waller CAD ,237-902/Hempstead ISD                      ,461375319,416951359
237 Waller CAD ,237-904/Waller ISD                         ,764050911,612553183
237 Waller CAD ,237-905/Royal ISD                          ,994754474,646033374
238 Ward CAD ,195-901/Pecos-Barstow-Toyah ISD            ,2327159150,1974618890
238 Ward CAD ,238-902/Monahans-Wickett-Pyote ISD         ,2381400600,2092366790
238 Ward CAD ,238-904/Grandfalls-Royalty ISD             ,160520860,154489870
239 Washington CAD ,144-901/Giddings ISD                       ,10327240,10140530
239 Washington CAD ,239-901/Brenham ISD                        ,10439416,9815753
239 Washington CAD ,239-903/Burton ISD                         ,195470,151432
240 Webb CAD ,240-901/Laredo ISD                         ,2121989679,1910164700
240 Webb CAD ,240-903/United ISD                         ,15282899877,13582965413
240 Webb CAD ,240-904/Webb CISD                          ,939972602,738286172
241 Wharton CAD ,143-901/Hallettsville ISD                  ,5921368,5887948
241 Wharton CAD ,241-901/Boling ISD                         ,24516107,23944437
241 Wharton CAD ,241-902/East Bernard ISD                   ,330969352,282611514
241 Wharton CAD ,241-903/El Campo ISD                       ,1252363105,1083846507
241 Wharton CAD ,241-904/Wharton ISD                        ,1003385001,873688504
241 Wharton CAD ,241-906/Louise ISD                         ,253521251,208722929
242 Wheeler CAD ,090-903/McLean ISD                         ,720860,720860
242 Wheeler CAD ,242-902/Shamrock ISD                       ,4328370,4275390
242 Wheeler CAD ,242-903/Wheeler ISD                        ,1636420,1628920
242 Wheeler CAD ,242-905/Kelton ISD                         ,1105068312,1053497132
242 Wheeler CAD ,242-906/Fort Elliott CISD                  ,2797459,2786889
243 Wichita CAD ,005-902/Holliday ISD                       ,288673944,277519931
243 Wichita CAD ,243-901/Burkburnett ISD                    ,12977972,12876542
243 Wichita CAD ,243-902/Electra ISD                        ,308756964,269606019
243 Wichita CAD ,243-903/Iowa Park CISD                     ,8259370,8245540
243 Wichita CAD ,243-905/Wichita Falls ISD                  ,4115566231,3517334739
243 Wichita CAD ,243-906/City View ISD                      ,178056705,129034692
244 Wilbarger CAD ,099-902/Chillicothe ISD                    ,91300806,86363056
244 Wilbarger CAD ,244-901/Harrold ISD                        ,94644243,93687793
244 Wilbarger CAD ,244-903/Vernon ISD                         ,1135930,1127480
244 Wilbarger CAD ,244-905/Northside ISD                      ,102168324,101215154
245 Willacy CAD ,245-901/Lasara ISD                         ,33920057,32323351
245 Willacy CAD ,245-902/Lyford CISD                        ,10561822,10511213
245 Willacy CAD ,245-903/Raymondville ISD                   ,259534009,138067783
245 Willacy CAD ,245-904/San Perlita ISD                    ,81428431,37311828
246 Williamson CAD ,014-902/Bartlett ISD                       ,43205362,37926238
246 Williamson CAD ,027-903/Burnet CISD                        ,1561576012,1480407192
246 Williamson CAD ,144-902/Lexington ISD                      ,876314,787445
246 Williamson CAD ,166-905/Thorndale ISD                      ,111567816,106178226
246 Williamson CAD ,227-904/Pflugerville ISD                   ,8729806498,7565467312
246 Williamson CAD ,246-902/Florence ISD                       ,45640929,41715205
246 Williamson CAD ,246-904/Georgetown ISD                     ,6458974488,5953236844
246 Williamson CAD ,246-905/Granger ISD                        ,128572684,125856630
246 Williamson CAD ,246-906/Hutto ISD                          ,1753232312,1660579277
246 Williamson CAD ,246-907/Jarrell ISD                        ,774953643,710499448
246 Williamson CAD ,246-908/Liberty Hill ISD                   ,1225169843,1179009622
246 Williamson CAD ,246-909/Round Rock ISD                     ,6185449380,5213808076
246 Williamson CAD ,246-911/Taylor ISD                         ,851164939,738982175
246 Williamson CAD ,246-912/Thrall ISD                         ,202519686,194784571
246 Williamson CAD ,246-913/Leander ISD                        ,7010832065,6844926383
246 Williamson CAD ,246-914/Coupland ISD                       ,3669513,3638427
247 Wilson CAD ,089-903/Nixon-Smiley CISD                  ,1645246819,1569044469
247 Wilson CAD ,128-904/Falls City ISD                     ,1010160217,954921009
247 Wilson CAD ,247-901/Floresville ISD                    ,993894,854314
247 Wilson CAD ,247-903/La Vernia ISD                      ,63844604,59676225
247 Wilson CAD ,247-904/Poth ISD                           ,465888819,405592859
247 Wilson CAD ,247-906/Stockdale ISD                      ,207627590,180566100
248 Winkler CAD ,248-901/Kermit ISD                         ,862546800,729133340
248 Winkler CAD ,248-902/Wink-Loving ISD                    ,926410434,831176164
249 Wise CAD ,061-905/Krum ISD                           ,756904613,721469423
249 Wise CAD ,061-911/Northwest ISD                      ,5539486833,3632461429
249 Wise CAD ,119-902/Jacksboro ISD                      ,770200,770200
249 Wise CAD ,184-901/Poolville ISD                      ,106169534,104271934
249 Wise CAD ,184-902/Springtown ISD                     ,789372247,697220937
249 Wise CAD ,220-915/Azle ISD                           ,866865347,832651450
249 Wise CAD ,249-901/Alvord ISD                         ,21547028,21426318
249 Wise CAD ,249-902/Boyd ISD                           ,885194048,841347678
249 Wise CAD ,249-903/Bridgeport ISD                     ,1477109662,1233179522
249 Wise CAD ,249-904/Chico ISD                          ,599032518,426189208
249 Wise CAD ,249-905/Decatur ISD                        ,2275690271,1945417671
249 Wise CAD ,249-906/Paradise ISD                       ,389170903,369370993
249 Wise CAD ,249-908/Slidell ISD                        ,9014602,7264633
250 Wood CAD ,032-902/Pittsburg ISD                      ,708907724,539595047
250 Wood CAD ,112-908/Como-Pickton ISD                   ,150445765,140208987
250 Wood CAD ,230-901/Big Sandy ISD                      ,166173606,150890471
250 Wood CAD ,230-904/Union Hill ISD                     ,77573672,73860073
250 Wood CAD ,230-905/Harmony ISD                        ,146043169,141023194
250 Wood CAD ,250-902/Hawkins ISD                        ,932047679,763363729
250 Wood CAD ,250-903/Mineola ISD                        ,529404137,465359577
250 Wood CAD ,250-904/Quitman ISD                        ,476209375,453825736
250 Wood CAD ,250-905/Yantis ISD                         ,3367158,3052908
250 Wood CAD ,250-906/Alba-Golden ISD                    ,12572974,12242496
250 Wood CAD ,250-907/Winnsboro ISD                      ,72991234,70632114
251 Yoakum CAD ,083-901/Seagraves ISD                      ,206625374,162310714
251 Yoakum CAD ,223-901/Brownfield CISD                    ,856267836,788680211
251 Yoakum CAD ,251-901/Denver City ISD                    ,3094016799,2882050504
251 Yoakum CAD ,251-902/Plains ISD                         ,1144227339,1117163356
252 Young CAD ,119-901/Bryson ISD                         ,186447737,163794317
252 Young CAD ,224-902/Woodson ISD                        ,4281103,4066723
252 Young CAD ,252-901/Graham ISD                         ,365810,365480
252 Young CAD ,252-902/Newcastle ISD                      ,91148008,86012008
252 Young CAD ,252-903/Olney ISD                          ,88426932,86573042
253 Zapata CAD ,253-901/Zapata ISD                         ,1522102827,1381182510
254 Zavala CAD ,232-903/Uvalde ISD                         ,3909383,3909383
254 Zavala CAD ,254-901/Crystal City ISD                   ,803717534,736927325
254 Zavala CAD ,254-902/La Pryor ISD                       ,79172798,74023788
